Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Start_Date,End_Date,Trip_Duration,Start_Month,Start_Year,Travel_Class,Price_Multiplier
Hyderabad,Surat,920,109.34,No,Flight,Standard,Non-Veg,5,1,23836.43,Rainy,Vacation,No,Yes,07-04-2025,12-04-2025,5,4,2025,Premium Economy,1.3
Hyderabad,Delhi,1567,109.94,No,Flight,Luxury,Mixed,15,4,412070.02,Sunny,Festival,Yes,No,04-03-2025,19-03-2025,15,3,2025,Business,1.8
Delhi,Mumbai,1537,93.43,No,Flight,Budget,Non-Veg,11,1,26857.59,Sunny,Business,Yes,Yes,01-01-2025,12-01-2025,11,1,2025,Premium Economy,1.3
Jaipur,Surat,827,108.9,No,Train,Standard,Non-Veg,15,2,91324.02,Rainy,Weekend,Yes,No,02-06-2024,17-06-2024,15,6,2024,EconomyA,1.4
Jaipur,Rishikesh,477,110.96,No,Flight,Budget,Vegan,14,1,22922.69,Cloudy,Vacation,No,Yes,25-02-2024,10-03-2024,14,2,2024,Economy,1
Pune,Indore,704,106.22,No,Car,Standard,Vegan,2,1,9534.02,Sunny,Weekend,No,Yes,16-11-2024,18-11-2024,2,11,2024,Economy,1
Udaipur,Pune,809,109.81,No,Flight,Budget,Mixed,13,2,44693.49,Sunny,Vacation,No,Yes,21-07-2025,03-08-2025,13,7,2025,Business,1.8
Goa,Hyderabad,628,97.34,No,Train,Standard,Non-Veg,4,5,80839.78,Cloudy,Business,No,No,01-11-2024,05-11-2024,4,11,2024,EconomyA,1.4
Varanasi,Kolkata,774,97.4,No,Train,Standard,Non-Veg,5,4,72095.12,Rainy,Business,No,No,12-07-2025,17-07-2025,5,7,2025,2A,1.2
Agra,Chandigarh,514,98.97,No,Car,Budget,Mixed,14,3,51529.42,Rainy,Vacation,No,No,30-03-2025,13-04-2025,14,3,2025,Economy,1
Indore,Chandigarh,1133,110.11,No,Flight,Budget,Veg,14,1,26605.05,Cloudy,Vacation,No,No,10-07-2024,24-07-2024,14,7,2024,Premium Economy,1.3
Lucknow,Mumbai,1576,95.32,No,Train,Standard,Mixed,15,3,204193.28,Sunny,Business,No,Yes,08-05-2024,23-05-2024,15,5,2024,2A,1.2
Delhi,Nagpur,1007,95.39,No,Flight,Budget,Veg,3,2,26239.69,Cloudy,Vacation,Yes,No,11-07-2024,14-07-2024,3,7,2024,Business,1.8
Delhi,Bangalore,2051,93.42,No,Flight,Standard,Non-Veg,6,4,152704.96,Cloudy,Business,Yes,Yes,10-03-2025,16-03-2025,6,3,2025,Economy,1
Lucknow,Hyderabad,1204,96.11,No,Train,Budget,Non-Veg,14,1,18303.73,Sunny,Vacation,Yes,Yes,09-01-2024,23-01-2024,14,1,2024,3A,1
Ahmedabad,Lucknow,1046,98.53,No,Flight,Budget,Mixed,6,4,59655.88,Sunny,Weekend,Yes,Yes,13-04-2024,19-04-2024,6,4,2024,Business,1.8
Surat,Chandigarh,1534,95.45,No,Flight,Standard,Non-Veg,11,2,75423.84,Sunny,Weekend,Yes,No,18-04-2024,29-04-2024,11,4,2024,Premium Economy,1.3
Indore,Bhopal,190,110.73,No,Car,Standard,Vegan,14,1,41085.36,Cloudy,Vacation,No,No,05-10-2024,19-10-2024,14,10,2024,Economy,1
Kolkata,Chennai,1815,104.67,No,Bus,Budget,Veg,3,2,21809.69,Cloudy,Business,No,No,08-06-2025,11-06-2025,3,6,2025,Non-AC Seater,1
Indore,Nagpur,467,110.01,No,Flight,Resort,Veg,13,1,176080.64,Sunny,Vacation,No,No,12-09-2024,25-09-2024,13,9,2024,Business,1.8
Udaipur,Mumbai,778,107.68,No,Train,Standard,Mixed,5,2,41216.68,Rainy,Business,Yes,Yes,07-08-2025,12-08-2025,5,8,2025,SL,0.7
Rishikesh,Nagpur,1135,97.96,No,Flight,Standard,Vegan,5,1,26562.61,Sunny,Vacation,No,No,22-03-2025,27-03-2025,5,3,2025,Premium Economy,1.3
Bangalore,Chennai,355,102.37,No,Flight,Luxury,Veg,12,2,138534.45,Cloudy,Weekend,Yes,No,29-03-2024,10-04-2024,12,3,2024,Business,1.8
Hyderabad,Kerala,1127,109.58,No,Train,Standard,Veg,15,1,40969.41,Sunny,Vacation,Yes,Yes,08-02-2025,23-02-2025,15,2,2025,EconomyA,1.4
Hyderabad,Ahmedabad,1047,109.57,No,Flight,Standard,Veg,7,3,73632.74,Sunny,Vacation,Yes,No,18-05-2024,25-05-2024,7,5,2024,Premium Economy,1.3
Kolkata,Ahmedabad,2029,104.79,No,Flight,Standard,Veg,9,4,173381.81,Sunny,Vacation,No,Yes,12-10-2024,21-10-2024,9,10,2024,Economy,1
Varanasi,Kolkata,759,97.21,No,Train,Standard,Mixed,15,1,34194.92,Cloudy,Vacation,Yes,Yes,06-06-2024,21-06-2024,15,6,2024,EconomyA,1.4
Rishikesh,Kerala,2437,96.44,No,Train,Budget,Veg,3,3,39167.48,Cloudy,Vacation,No,No,24-02-2025,27-02-2025,3,2,2025,EconomyA,1.4
Indore,Bhopal,208,107.7,No,Train,Luxury,Non-Veg,4,1,19942.26,Sunny,Weekend,Yes,No,28-02-2024,03-03-2024,4,2,2024,EconomyA,1.4
Agra,Kerala,2360,97.21,No,Train,Budget,Non-Veg,12,3,70215.61,Cloudy,Weekend,No,No,21-04-2025,03-05-2025,12,4,2025,SL,0.7
Nagpur,Pune,709,109.73,No,Car,Standard,Non-Veg,6,5,111468.33,Sunny,Vacation,No,Yes,19-02-2024,25-02-2024,6,2,2024,Economy,1
Indore,Hyderabad,826,109.95,No,Car,Luxury,Vegan,4,2,71081.77,Cloudy,Weekend,No,Yes,27-04-2025,01-05-2025,4,4,2025,Economy,1
Delhi,Lucknow,526,94.1,No,Train,Resort,Mixed,9,5,215950.72,Rainy,Weekend,Yes,No,10-11-2024,19-11-2024,9,11,2024,3A,1
Hyderabad,Jaipur,1176,109.61,Yes,Flight,Standard,Vegan,3,4,95357.69,Cloudy,Vacation,Yes,No,05-12-2024,08-12-2024,3,12,2024,Economy,1
Rishikesh,Surat,1542,97.18,No,Flight,Luxury,Non-Veg,11,2,175215.07,Rainy,Festival,No,No,16-08-2024,27-08-2024,11,8,2024,Premium Economy,1.3
Kolkata,Chandigarh,1638,107.12,No,Flight,Standard,Veg,10,5,196971.93,Sunny,Vacation,Yes,No,10-03-2025,20-03-2025,10,3,2025,Economy,1
Bhopal,Surat,708,109.81,No,Train,Standard,Veg,4,1,15773.07,Cloudy,Weekend,No,No,27-05-2024,31-05-2024,4,5,2024,SL,0.7
Nagpur,Hyderabad,507,104.96,No,Flight,Standard,Veg,2,4,56300.31,Rainy,Weekend,No,No,22-04-2025,24-04-2025,2,4,2025,Economy,1
Nagpur,Varanasi,777,106.15,Yes,Flight,Standard,Veg,4,2,48603.4,Cloudy,Vacation,No,No,31-10-2024,04-11-2024,4,10,2024,Economy,1
Goa,Pune,377,95.8,No,Train,Luxury,Vegan,12,3,171307.43,Sunny,Vacation,Yes,No,15-04-2025,27-04-2025,12,4,2025,3A,1
Kolkata,Mumbai,2145,107.97,No,Train,Standard,Veg,3,3,54568.85,Rainy,Business,No,No,01-07-2025,04-07-2025,3,7,2025,3A,1
Chandigarh,Bhopal,971,93,No,Flight,Standard,Veg,5,4,82574.03,Sunny,Weekend,No,No,17-07-2024,22-07-2024,5,7,2024,Premium Economy,1.3
Bhopal,Delhi,832,108.16,No,Train,Resort,Non-Veg,5,3,203024.76,Sunny,Weekend,No,No,14-05-2025,19-05-2025,5,5,2025,2A,1.2
Pune,Agra,1336,109.87,Yes,Train,Luxury,Non-Veg,2,2,41270.22,Sunny,Weekend,No,No,15-12-2024,17-12-2024,2,12,2024,SL,0.7
Lucknow,Varanasi,339,97.25,No,Train,Standard,Non-Veg,5,5,119203.45,Sunny,Weekend,No,Yes,21-05-2025,26-05-2025,5,5,2025,EconomyA,1.4
Kerala,Varanasi,2449,105.09,Yes,Flight,Resort,Veg,12,4,727808.74,Sunny,Vacation,Yes,No,23-10-2024,04-11-2024,12,10,2024,Business,1.8
Kerala,Agra,2251,108,No,Train,Budget,Mixed,9,1,25971.78,Sunny,Festival,No,No,25-08-2025,03-09-2025,9,8,2025,3A,1
Surat,Rishikesh,1557,98.76,No,Flight,Budget,Vegan,3,1,23331.62,Cloudy,Vacation,No,No,16-06-2024,19-06-2024,3,6,2024,Business,1.8
Bangalore,Bhopal,1404,103.7,No,Train,Resort,Vegan,14,1,182453.2,Sunny,Weekend,No,No,02-02-2024,16-02-2024,14,2,2024,EconomyA,1.4
Hyderabad,Udaipur,1223,109.69,No,Flight,Budget,Non-Veg,14,5,161613.81,Rainy,Weekend,Yes,Yes,09-06-2025,23-06-2025,14,6,2025,Premium Economy,1.3
Nagpur,Goa,1003,106.39,No,Train,Standard,Mixed,4,5,55994.02,Sunny,Weekend,Yes,Yes,09-11-2024,13-11-2024,4,11,2024,2A,1.2
Pune,Kerala,1307,105.34,No,Flight,Standard,Vegan,6,3,115944.81,Rainy,Vacation,No,No,13-03-2024,19-03-2024,6,3,2024,Business,1.8
Lucknow,Bhopal,598,95.02,No,Train,Standard,Veg,5,1,14870.39,Cloudy,Festival,No,No,28-04-2024,03-05-2024,5,4,2024,SL,0.7
Goa,Mumbai,612,95.2,No,Train,Budget,Veg,5,3,23524.3,Sunny,Business,No,No,24-10-2024,29-10-2024,5,10,2024,2A,1.2
Rishikesh,Indore,1066,96.94,No,Flight,Standard,Vegan,10,3,141355.44,Sunny,Vacation,No,Yes,30-09-2024,10-10-2024,10,9,2024,Economy,1
Bangalore,Indore,1299,100.22,No,Train,Standard,Veg,3,2,16392.2,Sunny,Vacation,Yes,Yes,04-06-2025,07-06-2025,3,6,2025,2A,1.2
Kerala,Lucknow,2475,106.08,No,Flight,Luxury,Mixed,3,4,139962.72,Cloudy,Weekend,No,No,14-03-2024,17-03-2024,3,3,2024,Economy,1
Bhopal,Lucknow,685,108.53,No,Car,Standard,Non-Veg,9,5,136882.91,Sunny,Vacation,Yes,Yes,01-04-2024,10-04-2024,9,4,2024,Economy,1
Jaipur,Nagpur,944,107.68,No,Flight,Standard,Veg,13,2,76283.97,Sunny,Business,No,Yes,04-06-2025,17-06-2025,13,6,2025,Business,1.8
Delhi,Kolkata,1764,96.11,No,Train,Budget,Veg,12,1,20616.09,Rainy,Weekend,Yes,Yes,11-08-2024,23-08-2024,12,8,2024,3A,1
Lucknow,Surat,1175,96.7,No,Flight,Luxury,Mixed,4,1,38530.32,Cloudy,Vacation,No,No,09-03-2025,13-03-2025,4,3,2025,Premium Economy,1.3
Indore,Delhi,909,111.15,No,Train,Luxury,Veg,7,1,57148.78,Cloudy,Festival,Yes,Yes,15-03-2024,22-03-2024,7,3,2024,2A,1.2
Pune,Lucknow,1446,107.33,No,Flight,Budget,Veg,2,1,13200.15,Sunny,Vacation,Yes,No,21-05-2024,23-05-2024,2,5,2024,Economy,1
Bhopal,Chennai,1366,109.6,No,Flight,Luxury,Veg,11,3,282314.2,Rainy,Business,No,Yes,01-12-2024,12-12-2024,11,12,2024,Business,1.8
Chennai,Rishikesh,2274,101.35,No,Train,Luxury,Veg,6,5,246737.83,Sunny,Vacation,No,Yes,17-07-2025,23-07-2025,6,7,2025,3A,1
Mumbai,Indore,729,106.82,No,Train,Budget,Mixed,4,3,27314.21,Sunny,Festival,No,No,29-06-2025,03-07-2025,4,6,2025,EconomyA,1.4
Rishikesh,Bhopal,1080,97.27,No,Flight,Luxury,Veg,15,4,351719.06,Rainy,Vacation,Yes,No,25-01-2024,09-02-2024,15,1,2024,Business,1.8
Mumbai,Goa,567,106.97,No,Car,Luxury,Non-Veg,15,2,215545.38,Rainy,Vacation,Yes,No,30-08-2024,14-09-2024,15,8,2024,Economy,1
Kolkata,Surat,1748,104.3,No,Flight,Budget,Mixed,13,2,64040.2,Sunny,Weekend,Yes,No,27-04-2024,10-05-2024,13,4,2024,Economy,1
Mumbai,Chandigarh,1515,107.39,No,Train,Standard,Veg,5,1,13524.95,Sunny,Vacation,No,Yes,16-06-2024,21-06-2024,5,6,2024,2A,1.2
Indore,Chennai,1442,109.04,No,Train,Standard,Vegan,12,4,136032.4,Sunny,Weekend,Yes,No,07-08-2025,19-08-2025,12,8,2025,3A,1
Nagpur,Indore,433,108.78,No,Train,Budget,Non-Veg,15,4,56153.26,Sunny,Vacation,Yes,No,22-02-2024,08-03-2024,15,2,2024,3A,1
Hyderabad,Surat,1000,109.18,No,Flight,Budget,Mixed,12,1,26277.08,Cloudy,Business,No,No,07-10-2024,19-10-2024,12,10,2024,Business,1.8
Varanasi,Pune,1633,95.6,No,Train,Budget,Veg,10,5,50082.1,Cloudy,Vacation,Yes,No,11-12-2024,21-12-2024,10,12,2024,2A,1.2
Hyderabad,Kolkata,1638,111.54,No,Flight,Luxury,Non-Veg,7,2,136426.52,Cloudy,Weekend,Yes,No,16-12-2024,23-12-2024,7,12,2024,Business,1.8
Rishikesh,Agra,435,97.84,Yes,Car,Standard,Veg,9,3,85358.71,Sunny,Vacation,Yes,Yes,16-02-2024,25-02-2024,9,2,2024,Economy,1
Chennai,Kolkata,1762,104.02,No,Car,Budget,Veg,11,3,45799.71,Cloudy,Vacation,No,No,25-02-2024,07-03-2024,11,2,2024,Economy,1
Surat,Bhopal,598,96.24,No,Car,Budget,Non-Veg,10,2,27567.59,Cloudy,Weekend,Yes,Yes,22-04-2024,02-05-2024,10,4,2024,Economy,1
Ahmedabad,Bangalore,1565,95.04,No,Flight,Standard,Veg,12,2,109479.78,Rainy,Vacation,Yes,Yes,17-03-2024,29-03-2024,12,3,2024,Economy,1
Hyderabad,Kerala,1080,107.13,No,Train,Standard,Non-Veg,14,3,134624.61,Cloudy,Vacation,No,Yes,10-09-2024,24-09-2024,14,9,2024,SL,0.7
Jaipur,Chandigarh,579,111.01,No,Flight,Luxury,Veg,14,3,299011.93,Sunny,Festival,No,No,28-05-2024,11-06-2024,14,5,2024,Business,1.8
Ahmedabad,Bangalore,1564,96.8,No,Car,Standard,Veg,3,3,36455.12,Cloudy,Weekend,No,No,12-07-2024,15-07-2024,3,7,2024,Economy,1
Chennai,Mumbai,1377,101.35,No,Flight,Budget,Non-Veg,8,2,45523.3,Cloudy,Festival,Yes,No,13-08-2025,21-08-2025,8,8,2025,Premium Economy,1.3
Kolkata,Udaipur,1907,105.46,No,Car,Standard,Veg,7,2,40914.3,Rainy,Weekend,Yes,No,05-10-2024,12-10-2024,7,10,2024,Economy,1
Chandigarh,Udaipur,850,95.57,No,Flight,Standard,Veg,15,4,204369.92,Sunny,Vacation,No,Yes,14-07-2025,29-07-2025,15,7,2025,Business,1.8
Jaipur,Lucknow,608,111.8,No,Bus,Luxury,Mixed,15,1,117940.81,Cloudy,Weekend,No,No,22-10-2024,06-11-2024,15,10,2024,Non-AC Seater,1
Mumbai,Kerala,1398,105.98,Yes,Flight,Resort,Veg,7,1,143051.23,Sunny,Vacation,No,No,25-01-2024,01-02-2024,7,1,2024,Business,1.8
Indore,Goa,1071,107.49,No,Train,Luxury,Vegan,2,4,84046.52,Sunny,Vacation,Yes,No,09-04-2024,11-04-2024,2,4,2024,3A,1
Ahmedabad,Kolkata,2161,95.43,No,Flight,Budget,Veg,7,3,105329.01,Sunny,Business,No,No,29-05-2025,05-06-2025,7,5,2025,Economy,1
Delhi,Chandigarh,291,96.06,No,Train,Luxury,Veg,12,3,156634.86,Sunny,Vacation,Yes,No,11-05-2025,23-05-2025,12,5,2025,EconomyA,1.4
Nagpur,Udaipur,843,105.23,No,Bus,Resort,Veg,8,1,121086.75,Sunny,Weekend,Yes,No,22-06-2024,30-06-2024,8,6,2024,Non-AC Seater,1
Udaipur,Varanasi,1041,108.05,No,Car,Budget,Vegan,13,1,22757.49,Sunny,Vacation,Yes,Yes,09-07-2025,22-07-2025,13,7,2025,Economy,1
Kerala,Bangalore,437,107.79,No,Train,Budget,Veg,7,1,9414.49,Sunny,Business,No,No,28-04-2025,05-05-2025,7,4,2025,3A,1
Chennai,Lucknow,1793,102.39,No,Flight,Budget,Non-Veg,2,4,74106.99,Cloudy,Weekend,Yes,Yes,01-09-2025,03-09-2025,2,9,2025,Premium Economy,1.3
Udaipur,Mumbai,693,111.12,No,Flight,Standard,Veg,7,3,118916.07,Rainy,Business,No,No,16-09-2024,23-09-2024,7,9,2024,Economy,1
Udaipur,Indore,377,111.13,No,Car,Budget,Vegan,8,2,22615.39,Sunny,Vacation,No,No,25-08-2025,02-09-2025,8,8,2025,Economy,1
Surat,Agra,1029,98.84,No,Flight,Standard,Non-Veg,6,1,30126.56,Cloudy,Weekend,Yes,No,14-06-2024,20-06-2024,6,6,2024,Premium Economy,1.3
Chandigarh,Mumbai,1435,95.03,No,Train,Budget,Veg,5,1,11583.35,Sunny,Business,No,Yes,09-01-2025,14-01-2025,5,1,2025,2A,1.2
Surat,Hyderabad,849,96.37,No,Flight,Standard,Vegan,2,3,46200.27,Sunny,Business,No,Yes,07-02-2024,09-02-2024,2,2,2024,Economy,1
Varanasi,Surat,1414,96.3,No,Flight,Standard,Veg,10,4,172376.94,Cloudy,Vacation,No,No,25-10-2024,04-11-2024,10,10,2024,Premium Economy,1.3
Agra,Chandigarh,490,98.13,No,Car,Luxury,Veg,2,2,29150.82,Sunny,Weekend,No,No,04-03-2024,06-03-2024,2,3,2024,Economy,1
Varanasi,Rishikesh,877,98.47,No,Bus,Standard,Non-Veg,2,1,13971.1,Cloudy,Vacation,No,No,25-12-2024,27-12-2024,2,12,2024,Non-AC Sleeper,1.1
Agra,Udaipur,573,97.64,No,Car,Standard,Non-Veg,3,4,48611.79,Sunny,Vacation,No,Yes,08-08-2024,11-08-2024,3,8,2024,Economy,1
Varanasi,Pune,1470,95.63,No,Train,Budget,Mixed,12,4,52390.35,Sunny,Business,Yes,Yes,18-06-2024,30-06-2024,12,6,2024,SL,0.7
Kerala,Udaipur,1958,105.3,Yes,Flight,Luxury,Veg,10,5,401160.17,Cloudy,Weekend,No,No,02-01-2025,12-01-2025,10,1,2025,Premium Economy,1.3
Varanasi,Indore,933,97.42,No,Flight,Budget,Veg,13,2,37126.89,Sunny,Vacation,Yes,No,02-04-2025,15-04-2025,13,4,2025,Economy,1
Mumbai,Kolkata,2084,108.52,No,Car,Budget,Non-Veg,10,1,26137.59,Sunny,Business,No,Yes,17-08-2024,27-08-2024,10,8,2024,Economy,1
Chennai,Bangalore,379,101.61,No,Car,Budget,Veg,6,2,18140.87,Cloudy,Vacation,Yes,No,15-05-2025,21-05-2025,6,5,2025,Economy,1
Bangalore,Ahmedabad,1693,102.93,No,Flight,Budget,Veg,3,1,19269.57,Rainy,Weekend,No,Yes,06-10-2024,09-10-2024,3,10,2024,Business,1.8
Agra,Bangalore,2249,95.93,No,Flight,Standard,Vegan,7,2,97194.59,Sunny,Vacation,No,No,27-04-2025,04-05-2025,7,4,2025,Premium Economy,1.3
Chandigarh,Jaipur,565,94.03,Yes,Flight,Standard,Mixed,12,3,200028.29,Sunny,Weekend,No,No,22-12-2024,03-01-2025,12,12,2024,Premium Economy,1.3
Delhi,Kerala,2904,93.69,Yes,Bus,Standard,Veg,12,1,95536.1,Cloudy,Festival,No,No,12-08-2024,24-08-2024,12,8,2024,AC Sleeper,1.3
Delhi,Nagpur,1093,94.77,No,Bus,Standard,Non-Veg,3,3,25716,Cloudy,Festival,No,Yes,27-02-2025,02-03-2025,3,2,2025,AC Sleeper,1.3
Hyderabad,Surat,812,110.23,No,Flight,Luxury,Veg,5,2,83641.37,Rainy,Vacation,No,No,05-12-2024,10-12-2024,5,12,2024,Economy,1
Delhi,Indore,757,93.17,No,Train,Standard,Mixed,11,3,81391.61,Sunny,Vacation,No,No,26-08-2024,06-09-2024,11,8,2024,EconomyA,1.4
Jaipur,Pune,1068,109.01,No,Train,Luxury,Vegan,10,3,196819.94,Sunny,Weekend,No,No,19-01-2025,29-01-2025,10,1,2025,SL,0.7
Chennai,Hyderabad,582,103.99,No,Car,Standard,Veg,10,4,164490,Sunny,Business,No,Yes,23-06-2024,03-07-2024,10,6,2024,Economy,1
Mumbai,Kerala,1360,104.84,No,Train,Luxury,Veg,10,3,217423.92,Rainy,Vacation,No,No,27-03-2024,06-04-2024,10,3,2024,2A,1.2
Bangalore,Goa,541,101.26,No,Car,Luxury,Vegan,8,1,72557.74,Rainy,Vacation,No,Yes,21-10-2024,29-10-2024,8,10,2024,Economy,1
Pune,Mumbai,141,109.14,No,Train,Budget,Non-Veg,13,3,65214.59,Cloudy,Vacation,No,No,14-05-2025,27-05-2025,13,5,2025,SL,0.7
Jaipur,Chandigarh,521,109.36,No,Flight,Standard,Veg,5,3,56198.87,Sunny,Vacation,Yes,No,24-01-2025,29-01-2025,5,1,2025,Premium Economy,1.3
Chandigarh,Surat,1355,96.06,No,Train,Standard,Veg,14,3,107051.27,Cloudy,Weekend,No,No,13-08-2024,27-08-2024,14,8,2024,3A,1
Kerala,Chandigarh,3061,107.43,No,Train,Standard,Non-Veg,2,4,49337.92,Cloudy,Vacation,No,No,11-10-2024,13-10-2024,2,10,2024,3A,1
Jaipur,Delhi,322,110.29,No,Train,Standard,Mixed,8,1,25074.25,Sunny,Business,No,No,22-03-2024,30-03-2024,8,3,2024,EconomyA,1.4
Lucknow,Indore,918,98.91,No,Flight,Luxury,Non-Veg,7,2,86331.55,Cloudy,Vacation,No,Yes,09-06-2025,16-06-2025,7,6,2025,Economy,1
Bangalore,Agra,1904,102.16,No,Train,Luxury,Non-Veg,13,5,513737.03,Sunny,Vacation,No,Yes,30-04-2025,13-05-2025,13,4,2025,2A,1.2
Agra,Lucknow,365,97.56,No,Car,Standard,Mixed,9,1,23827.97,Cloudy,Weekend,Yes,Yes,30-08-2024,08-09-2024,9,8,2024,Economy,1
Bangalore,Rishikesh,2383,101.08,Yes,Train,Standard,Non-Veg,15,3,132949.23,Cloudy,Weekend,Yes,Yes,01-05-2024,16-05-2024,15,5,2024,2A,1.2
Delhi,Indore,857,94.39,No,Flight,Standard,Veg,12,4,201432.32,Sunny,Weekend,No,No,20-06-2024,02-07-2024,12,6,2024,Premium Economy,1.3
Jaipur,Delhi,306,109.18,No,Train,Standard,Non-Veg,12,1,33337.1,Cloudy,Vacation,Yes,No,03-04-2024,15-04-2024,12,4,2024,EconomyA,1.4
Goa,Hyderabad,576,96.23,No,Flight,Luxury,Mixed,10,2,200862.96,Rainy,Business,No,No,20-04-2024,30-04-2024,10,4,2024,Premium Economy,1.3
Bangalore,Jaipur,1993,103.56,No,Train,Standard,Veg,12,2,116278.08,Sunny,Festival,No,No,13-05-2024,25-05-2024,12,5,2024,3A,1
Udaipur,Delhi,752,108.8,No,Car,Luxury,Non-Veg,15,3,290442.45,Cloudy,Weekend,Yes,No,10-05-2025,25-05-2025,15,5,2025,Economy,1
Udaipur,Agra,633,107.49,No,Flight,Luxury,Veg,15,1,111603.71,Sunny,Weekend,Yes,Yes,01-05-2025,16-05-2025,15,5,2025,Premium Economy,1.3
Chennai,Varanasi,1719,101.18,No,Flight,Standard,Veg,4,1,33395.49,Cloudy,Vacation,No,No,07-05-2025,11-05-2025,4,5,2025,Premium Economy,1.3
Nagpur,Chennai,1118,105.63,No,Flight,Luxury,Veg,8,2,164786.61,Sunny,Business,No,Yes,11-06-2025,19-06-2025,8,6,2025,Premium Economy,1.3
Nagpur,Chennai,1157,106.45,No,Train,Standard,Veg,8,3,91894.04,Sunny,Vacation,Yes,Yes,15-08-2024,23-08-2024,8,8,2024,EconomyA,1.4
Nagpur,Kolkata,1176,105.28,No,Train,Standard,Veg,15,5,259717.51,Sunny,Business,Yes,No,03-02-2024,18-02-2024,15,2,2024,2A,1.2
Hyderabad,Udaipur,1316,108.58,Yes,Flight,Standard,Vegan,10,3,183154.86,Cloudy,Festival,Yes,Yes,21-11-2024,01-12-2024,10,11,2024,Economy,1
Agra,Varanasi,711,96.93,No,Car,Budget,Veg,8,3,24534.93,Rainy,Vacation,Yes,Yes,17-03-2025,25-03-2025,8,3,2025,Economy,1
Hyderabad,Kolkata,1534,108.25,No,Train,Budget,Vegan,5,5,50187.27,Sunny,Business,No,No,30-05-2024,04-06-2024,5,5,2024,EconomyA,1.4
Varanasi,Chandigarh,1017,96.57,No,Car,Budget,Mixed,9,1,17436.56,Cloudy,Vacation,No,No,21-04-2025,30-04-2025,9,4,2025,Economy,1
Nagpur,Pune,836,105.66,No,Flight,Budget,Veg,5,3,49091.42,Sunny,Vacation,No,No,20-01-2025,25-01-2025,5,1,2025,Premium Economy,1.3
Varanasi,Ahmedabad,1375,95.48,No,Train,Budget,Non-Veg,4,3,19293.47,Sunny,Weekend,Yes,Yes,05-03-2024,09-03-2024,4,3,2024,2A,1.2
Chennai,Kolkata,1841,103.32,No,Car,Luxury,Veg,5,3,95138.4,Sunny,Weekend,Yes,Yes,27-09-2024,02-10-2024,5,9,2024,Economy,1
Delhi,Chennai,2306,95.73,No,Train,Luxury,Mixed,7,3,212056.71,Cloudy,Business,No,No,08-07-2024,15-07-2024,7,7,2024,2A,1.2
Agra,Udaipur,611,96.46,No,Bus,Standard,Non-Veg,9,1,25351.25,Cloudy,Weekend,Yes,No,24-09-2024,03-10-2024,9,9,2024,AC Seater,1.15
Chennai,Jaipur,1759,104.51,Yes,Flight,Standard,Veg,7,4,168422.84,Sunny,Festival,Yes,Yes,02-03-2025,09-03-2025,7,3,2025,Business,1.8
Indore,Kerala,1852,111.82,No,Flight,Standard,Non-Veg,11,2,137498.15,Sunny,Vacation,No,Yes,14-04-2024,25-04-2024,11,4,2024,Economy,1
Udaipur,Bangalore,1617,110.65,No,Flight,Luxury,Mixed,7,2,122630.26,Sunny,Business,No,Yes,24-08-2024,31-08-2024,7,8,2024,Economy,1
Nagpur,Agra,958,105.07,Yes,Train,Budget,Veg,4,3,30109.58,Sunny,Festival,No,No,08-10-2024,12-10-2024,4,10,2024,2A,1.2
Indore,Goa,991,110.73,No,Flight,Budget,Vegan,5,2,33429.84,Rainy,Vacation,No,No,28-04-2025,03-05-2025,5,4,2025,Business,1.8
Bangalore,Indore,1334,101.96,No,Flight,Standard,Mixed,3,1,25335.96,Rainy,Weekend,No,No,28-01-2024,31-01-2024,3,1,2024,Economy,1
Udaipur,Agra,716,107.07,No,Train,Budget,Vegan,12,1,18658.09,Sunny,Weekend,Yes,Yes,01-09-2024,13-09-2024,12,9,2024,SL,0.7
Udaipur,Kolkata,2033,107.26,No,Flight,Luxury,Mixed,3,1,37249.02,Cloudy,Weekend,Yes,No,30-07-2024,02-08-2024,3,7,2024,Business,1.8
Bhopal,Udaipur,505,108.62,No,Train,Budget,Vegan,10,2,24272.23,Sunny,Vacation,Yes,Yes,27-09-2024,07-10-2024,10,9,2024,SL,0.7
Hyderabad,Surat,900,108.17,No,Flight,Budget,Non-Veg,11,1,22587.46,Cloudy,Vacation,No,Yes,09-01-2025,20-01-2025,11,1,2025,Economy,1
Surat,Pune,390,95.37,No,Train,Budget,Non-Veg,7,1,8683.1,Cloudy,Vacation,Yes,Yes,19-04-2025,26-04-2025,7,4,2025,SL,0.7
Bhopal,Ahmedabad,606,110.12,No,Train,Budget,Veg,8,1,13092.36,Rainy,Weekend,No,No,12-07-2024,20-07-2024,8,7,2024,3A,1
Indore,Mumbai,628,107.31,No,Train,Budget,Veg,9,4,68838.91,Cloudy,Vacation,No,No,12-04-2025,21-04-2025,9,4,2025,EconomyA,1.4
Bangalore,Surat,1511,102.94,No,Train,Budget,Mixed,11,2,24612.54,Cloudy,Vacation,Yes,Yes,17-01-2024,28-01-2024,11,1,2024,EconomyA,1.4
