Trip_ID,Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Ratings (1–5 stars),Start_Date,End_Date,Avg_Cost_per_Traveler
8083,Hyderabad,Bangalore,630,110.35,No,Bus,Luxury,Veg,15,1,123736.01,Rainy,Business,No,No,5,2025-02-16,2025-03-03,123736.01
8084,Ahmedabad,Varanasi,1266,95.37,No,Train,Standard,Non-Veg,4,3,52007.85,Cloudy,Vacation,No,No,4,2025-01-07,2025-01-11,17335.95
8085,Kolkata,Hyderabad,1414,104.67,No,Car,Luxury,Vegan,4,2,60830.14,Cloudy,Vacation,Yes,No,2,2025-03-06,2025-03-10,30415.07
8086,Pune,Surat,426,104.75,No,Flight,Standard,Veg,6,2,51989.06,Rainy,Festival,Yes,No,3,2025-08-29,2025-09-04,25994.53
8087,Lucknow,Bhopal,666,95.35,No,Car,Standard,Mixed,5,2,36039.22,Sunny,Weekend,No,No,4,2024-02-16,2024-02-21,18019.61
8088,Lucknow,Bhopal,568,97.81,No,Train,Standard,Veg,15,2,90179.52,Sunny,Weekend,No,Yes,4,2025-01-31,2025-02-15,45089.76
8089,Indore,Ahmedabad,442,108.11,No,Train,Luxury,Mixed,2,2,25191.31,Sunny,Business,Yes,No,3,2025-04-15,2025-04-17,12595.65
8090,Chandigarh,Kolkata,2010,95.69,No,Flight,Standard,Veg,6,5,143510.72,Sunny,Vacation,Yes,Yes,5,2025-01-02,2025-01-08,28702.14
8091,Udaipur,Ahmedabad,262,107.69,No,Car,Luxury,Veg,11,5,346509.49,Sunny,Festival,No,No,4,2024-07-01,2024-07-12,69301.9
8092,Agra,Chandigarh,479,98.34,No,Train,Standard,Vegan,10,3,98501.82,Rainy,Weekend,No,No,3,2024-06-15,2024-06-25,32833.94
8093,Delhi,Chennai,1930,96.84,No,Train,Standard,Veg,11,2,71190.66,Rainy,Vacation,No,No,3,2024-01-25,2024-02-05,35595.33
8094,Delhi,Lucknow,613,93.66,No,Train,Luxury,Veg,12,2,173229.15,Cloudy,Weekend,No,Yes,2,2024-08-11,2024-08-23,86614.58
8095,Chennai,Kolkata,1568,104.48,No,Train,Standard,Mixed,11,3,95101.45,Sunny,Business,Yes,Yes,4,2024-01-09,2024-01-20,31700.48
8096,Nagpur,Goa,1079,104.12,No,Flight,Resort,Non-Veg,11,2,224181.04,Rainy,Vacation,Yes,No,1,2024-11-15,2024-11-26,112090.52
8097,Hyderabad,Delhi,1529,110.02,No,Flight,Standard,Non-Veg,6,2,71616.37,Sunny,Business,Yes,No,4,2024-04-19,2024-04-25,35808.18
8098,Ahmedabad,Udaipur,302,97.5,No,Car,Standard,Veg,2,4,31635.77,Rainy,Weekend,No,Yes,4,2024-06-06,2024-06-08,7908.94
8099,Kerala,Indore,1534,107.49,No,Flight,Resort,Non-Veg,11,4,403710.2,Cloudy,Festival,No,Yes,5,2025-08-26,2025-09-06,100927.55
8100,Pune,Udaipur,877,106.22,No,Flight,Budget,Mixed,15,1,27030.64,Sunny,Weekend,Yes,No,3,2025-03-05,2025-03-20,27030.64
8101,Rishikesh,Chennai,2587,97.26,No,Flight,Standard,Veg,12,3,157546.02,Rainy,Business,Yes,No,1,2025-02-24,2025-03-08,52515.34
8102,Kolkata,Mumbai,2138,104.78,No,Flight,Budget,Vegan,12,2,71447.76,Cloudy,Business,No,Yes,5,2024-02-27,2024-03-10,35723.88
8103,Jaipur,Kerala,2061,110.04,Yes,Flight,Budget,Veg,12,1,37726.19,Rainy,Vacation,No,Yes,2,2025-08-08,2025-08-20,37726.19
8104,Chandigarh,Delhi,294,93.29,No,Train,Luxury,Veg,2,1,19043.68,Sunny,Vacation,No,No,3,2024-05-30,2024-06-01,19043.68
8105,Nagpur,Udaipur,721,104.81,No,Car,Budget,Veg,12,3,52118.66,Rainy,Weekend,No,No,5,2025-03-29,2025-04-10,17372.89
8106,Mumbai,Agra,1333,109.36,Yes,Flight,Budget,Non-Veg,11,1,35977.04,Sunny,Vacation,No,No,3,2024-02-05,2024-02-16,35977.04
8107,Agra,Rishikesh,437,98.16,Yes,Car,Budget,Non-Veg,14,3,61231.97,Sunny,Vacation,Yes,No,4,2025-04-15,2025-04-29,20410.66
8108,Kolkata,Agra,1353,105.46,No,Flight,Luxury,Veg,5,2,95065.77,Sunny,Vacation,No,Yes,5,2024-04-22,2024-04-27,47532.89
8109,Ahmedabad,Delhi,1138,96.96,No,Flight,Budget,Veg,3,3,50007.33,Sunny,Business,Yes,No,5,2024-09-04,2024-09-07,16669.11
8110,Hyderabad,Indore,772,111.62,No,Train,Luxury,Vegan,12,5,254107.8,Sunny,Weekend,Yes,Yes,4,2024-08-16,2024-08-28,50821.56
8111,Delhi,Mumbai,1546,93.24,No,Flight,Budget,Veg,14,2,65733.53,Cloudy,Business,Yes,Yes,2,2024-08-03,2024-08-17,32866.76
8112,Kolkata,Udaipur,1862,104.46,Yes,Train,Standard,Mixed,12,1,63759.38,Cloudy,Vacation,No,Yes,2,2024-01-22,2024-02-03,63759.38
8113,Mumbai,Goa,491,107.8,No,Flight,Standard,Veg,3,3,47341.13,Cloudy,Vacation,No,Yes,3,2025-04-09,2025-04-12,15780.38
8114,Agra,Surat,945,97.21,No,Train,Standard,Vegan,2,1,6791.14,Sunny,Weekend,No,No,4,2024-07-09,2024-07-11,6791.14
8115,Udaipur,Goa,1243,111.41,No,Flight,Standard,Non-Veg,11,2,93701.26,Cloudy,Vacation,No,No,4,2024-07-06,2024-07-17,46850.63
8116,Goa,Udaipur,1333,95.21,No,Car,Budget,Mixed,11,2,45040.96,Sunny,Vacation,No,No,5,2024-03-03,2024-03-14,22520.48
8117,Goa,Bangalore,575,96.48,No,Train,Standard,Vegan,9,3,116771.85,Rainy,Vacation,No,Yes,3,2024-06-17,2024-06-26,38923.95
8118,Rishikesh,Nagpur,1275,96.82,No,Flight,Standard,Veg,14,1,37980.98,Cloudy,Business,No,No,5,2025-01-25,2025-02-08,37980.98
8119,Delhi,Ahmedabad,916,96.59,No,Bus,Standard,Non-Veg,2,1,10566.98,Rainy,Business,Yes,Yes,5,2024-04-03,2024-04-05,10566.98
8120,Jaipur,Bangalore,2006,108.08,No,Train,Luxury,Mixed,14,4,434317.74,Cloudy,Business,No,No,4,2024-02-04,2024-02-18,108579.44
8121,Goa,Bhopal,1140,97.5,No,Flight,Standard,Vegan,5,2,56726.22,Cloudy,Festival,No,Yes,5,2024-10-29,2024-11-03,28363.11
8122,Bhopal,Udaipur,517,110.02,No,Train,Budget,Mixed,10,1,14550.59,Sunny,Festival,Yes,No,2,2024-04-09,2024-04-19,14550.59
8123,Rishikesh,Varanasi,910,96.82,Yes,Train,Standard,Mixed,14,2,112951.11,Sunny,Festival,No,No,5,2024-12-31,2025-01-14,56475.55
8124,Kerala,Udaipur,2010,105.0,Yes,Flight,Budget,Veg,10,3,105786.09,Sunny,Vacation,Yes,No,5,2025-02-07,2025-02-17,35262.03
8125,Chandigarh,Hyderabad,1642,95.53,No,Flight,Standard,Mixed,11,1,62721.17,Sunny,Weekend,No,No,5,2024-10-29,2024-11-09,62721.17
8126,Delhi,Pune,1590,95.24,No,Train,Budget,Veg,14,3,51733.15,Rainy,Vacation,Yes,Yes,4,2024-11-25,2024-12-09,17244.38
8127,Surat,Jaipur,878,95.9,No,Flight,Standard,Vegan,10,2,79610.25,Cloudy,Weekend,Yes,Yes,4,2025-06-30,2025-07-10,39805.12
8128,Delhi,Kerala,2464,93.74,No,Train,Standard,Non-Veg,9,4,156715.38,Rainy,Weekend,No,No,4,2025-02-08,2025-02-17,39178.84
8129,Chennai,Kerala,686,104.7,No,Train,Budget,Veg,8,2,22543.01,Cloudy,Weekend,No,No,4,2025-02-04,2025-02-12,11271.51
8130,Bhopal,Varanasi,850,111.59,No,Flight,Luxury,Mixed,7,3,209302.23,Sunny,Vacation,No,No,4,2024-08-31,2024-09-07,69767.41
8131,Mumbai,Delhi,1395,104.85,No,Flight,Budget,Veg,9,5,121407.27,Sunny,Business,No,Yes,2,2025-07-14,2025-07-23,24281.45
8132,Kerala,Bhopal,1921,107.98,No,Train,Budget,Mixed,12,1,15076.82,Rainy,Vacation,No,Yes,4,2025-07-23,2025-08-04,15076.82
8133,Agra,Bangalore,1785,98.28,No,Train,Standard,Veg,8,5,148769.49,Sunny,Vacation,Yes,No,4,2025-03-26,2025-04-03,29753.9
8134,Udaipur,Hyderabad,1160,109.73,No,Flight,Standard,Veg,2,4,81291.88,Cloudy,Business,No,No,3,2024-01-01,2024-01-03,20322.97
8135,Bhopal,Pune,806,108.87,No,Train,Budget,Veg,12,4,64278.65,Cloudy,Vacation,No,No,5,2025-02-02,2025-02-14,16069.66
8136,Goa,Lucknow,1709,96.23,No,Car,Budget,Veg,10,4,69086.68,Cloudy,Festival,No,No,3,2024-09-13,2024-09-23,17271.67
8137,Rishikesh,Kolkata,1666,97.91,No,Train,Budget,Mixed,14,5,151005.8,Sunny,Business,No,No,4,2025-05-14,2025-05-28,30201.16
8138,Goa,Chennai,808,97.79,No,Train,Standard,Veg,15,5,280837.16,Rainy,Weekend,No,No,3,2024-03-30,2024-04-14,56167.43
8139,Jaipur,Indore,608,107.09,No,Car,Budget,Veg,6,2,13924.72,Sunny,Vacation,No,No,4,2024-05-10,2024-05-16,6962.36
8140,Pune,Kolkata,1914,109.69,No,Car,Standard,Veg,8,1,30708.88,Cloudy,Vacation,Yes,No,3,2024-05-29,2024-06-06,30708.88
8141,Nagpur,Lucknow,841,104.37,No,Train,Budget,Veg,15,2,23733.66,Snowy,Vacation,Yes,No,4,2024-09-08,2024-09-23,11866.83
8142,Udaipur,Chennai,1865,108.58,No,Flight,Luxury,Veg,14,2,233190.44,Sunny,Weekend,No,No,3,2025-03-30,2025-04-13,116595.22
8143,Kolkata,Udaipur,2107,105.9,No,Train,Luxury,Veg,13,2,146304.48,Sunny,Vacation,Yes,No,1,2024-06-15,2024-06-28,73152.24
8144,Delhi,Jaipur,269,93.88,No,Car,Standard,Veg,6,2,45021.96,Rainy,Vacation,No,Yes,4,2024-04-14,2024-04-20,22510.98
8145,Udaipur,Kerala,2113,111.87,No,Train,Luxury,Non-Veg,14,5,677914.84,Cloudy,Weekend,No,No,3,2024-05-24,2024-06-07,135582.97
8146,Bangalore,Chennai,381,102.27,No,Bus,Standard,Vegan,11,1,50057.83,Sunny,Business,No,Yes,3,2025-02-11,2025-02-22,50057.83
8147,Ahmedabad,Chennai,1635,96.71,No,Train,Standard,Mixed,10,3,93118.04,Cloudy,Weekend,No,No,4,2024-06-09,2024-06-19,31039.35
8148,Bangalore,Varanasi,1756,100.89,No,Bus,Resort,Veg,9,1,93157.04,Cloudy,Weekend,Yes,Yes,5,2025-01-20,2025-01-29,93157.04
8149,Ahmedabad,Chennai,1756,95.4,No,Flight,Standard,Mixed,2,1,27073.46,Sunny,Business,No,No,5,2024-07-10,2024-07-12,27073.46
8150,Chandigarh,Varanasi,979,93.56,No,Train,Luxury,Mixed,14,2,253358.87,Sunny,Vacation,No,Yes,3,2024-05-10,2024-05-24,126679.43
8151,Bhopal,Agra,546,109.57,No,Train,Resort,Veg,13,2,281776.3,Sunny,Vacation,No,No,4,2025-05-23,2025-06-05,140888.15
8152,Ahmedabad,Surat,253,97.03,No,Car,Budget,Veg,10,4,27042.82,Sunny,Vacation,Yes,Yes,5,2024-03-12,2024-03-22,6760.7
8153,Rishikesh,Bangalore,2431,96.13,No,Bus,Luxury,Non-Veg,2,2,42439.4,Cloudy,Business,No,No,5,2024-04-04,2024-04-06,21219.7
8154,Rishikesh,Indore,1072,96.37,No,Flight,Standard,Veg,4,5,98226.31,Cloudy,Vacation,Yes,Yes,3,2025-07-08,2025-07-12,19645.26
8155,Hyderabad,Indore,835,109.92,No,Train,Luxury,Non-Veg,2,2,28638.37,Rainy,Weekend,No,No,3,2024-05-01,2024-05-03,14319.18
8156,Kolkata,Kerala,2300,106.84,Yes,Train,Budget,Veg,4,5,68976.09,Sunny,Vacation,No,Yes,4,2024-12-02,2024-12-06,13795.22
8157,Chennai,Chandigarh,2565,105.65,No,Flight,Standard,Veg,12,4,171489.24,Cloudy,Vacation,Yes,Yes,5,2024-10-15,2024-10-27,42872.31
8158,Kerala,Indore,1770,107.02,No,Car,Resort,Veg,12,2,235643.4,Sunny,Festival,No,Yes,3,2025-06-28,2025-07-10,117821.7
8159,Indore,Ahmedabad,457,111.79,No,Bus,Budget,Veg,2,3,8439.11,Rainy,Weekend,Yes,No,4,2025-08-10,2025-08-12,2813.04
8160,Kerala,Delhi,2614,105.02,No,Flight,Budget,Veg,11,1,29098.46,Sunny,Business,Yes,Yes,4,2024-08-17,2024-08-28,29098.46
8161,Mumbai,Goa,542,104.91,No,Flight,Standard,Vegan,9,3,98696.55,Cloudy,Vacation,No,No,5,2024-09-20,2024-09-29,32898.85
8162,Bhopal,Mumbai,887,111.66,No,Train,Luxury,Veg,10,4,256379.81,Cloudy,Business,No,No,4,2025-08-06,2025-08-16,64094.95
8163,Chennai,Bhopal,1405,104.09,No,Car,Standard,Non-Veg,13,3,147524.24,Cloudy,Vacation,No,No,2,2024-12-07,2024-12-20,49174.75
8164,Pune,Udaipur,959,109.89,No,Train,Luxury,Veg,15,2,212092.56,Sunny,Vacation,Yes,Yes,5,2025-08-09,2025-08-24,106046.28
8165,Nagpur,Kerala,1503,104.38,No,Flight,Budget,Veg,14,4,135833.01,Cloudy,Weekend,No,No,4,2025-06-29,2025-07-13,33958.25
8166,Varanasi,Kolkata,708,98.62,No,Flight,Budget,Mixed,7,4,56574.42,Rainy,Vacation,Yes,No,2,2025-06-18,2025-06-25,14143.6
8167,Goa,Pune,434,95.13,No,Car,Resort,Non-Veg,7,2,126689.08,Sunny,Weekend,Yes,Yes,4,2024-09-19,2024-09-26,63344.54
8168,Nagpur,Mumbai,969,109.12,No,Train,Budget,Vegan,8,5,58186.84,Rainy,Vacation,Yes,Yes,5,2025-04-13,2025-04-21,11637.37
8169,Chandigarh,Indore,1062,93.76,No,Bus,Standard,Veg,10,3,107661.14,Sunny,Vacation,No,No,2,2024-01-20,2024-01-30,35887.05
8170,Varanasi,Chandigarh,1036,95.38,No,Train,Standard,Mixed,13,1,41646.2,Sunny,Vacation,Yes,Yes,4,2024-12-10,2024-12-23,41646.2
8171,Rishikesh,Nagpur,1184,96.39,No,Flight,Standard,Mixed,7,3,85055.04,Cloudy,Weekend,Yes,No,4,2024-03-02,2024-03-09,28351.68
8172,Chennai,Nagpur,1248,102.35,No,Train,Luxury,Non-Veg,14,2,148062.8,Sunny,Weekend,No,No,5,2024-06-01,2024-06-15,74031.4
8173,Agra,Varanasi,695,96.48,No,Car,Luxury,Veg,10,2,154300.53,Rainy,Festival,No,Yes,3,2025-08-10,2025-08-20,77150.26
8174,Chennai,Ahmedabad,1547,105.96,No,Flight,Standard,Veg,6,4,113578.71,Sunny,Vacation,No,Yes,3,2024-07-29,2024-08-04,28394.68
8175,Chandigarh,Ahmedabad,1148,96.76,No,Flight,Standard,Non-Veg,15,3,154622.35,Sunny,Vacation,No,No,4,2025-05-05,2025-05-20,51540.78
8176,Agra,Hyderabad,1344,97.24,No,Flight,Budget,Veg,9,1,26157.98,Sunny,Weekend,Yes,No,4,2024-05-01,2024-05-10,26157.98
8177,Pune,Chandigarh,1499,107.87,No,Flight,Standard,Mixed,9,1,29951.11,Sunny,Vacation,Yes,Yes,5,2025-03-16,2025-03-25,29951.11
8178,Lucknow,Nagpur,861,95.47,No,Flight,Resort,Non-Veg,14,3,422236.4,Sunny,Festival,Yes,No,3,2024-08-30,2024-09-13,140745.47
8179,Chennai,Lucknow,1731,103.06,No,Car,Standard,Mixed,2,1,15648.18,Cloudy,Festival,Yes,No,4,2024-01-17,2024-01-19,15648.18
8180,Jaipur,Varanasi,994,107.75,No,Train,Budget,Veg,11,5,106914.35,Sunny,Festival,No,No,4,2025-07-28,2025-08-08,21382.87
8181,Pune,Bangalore,964,109.75,No,Flight,Budget,Veg,7,2,36030.5,Rainy,Vacation,Yes,Yes,3,2024-08-13,2024-08-20,18015.25
8182,Chennai,Pune,1016,103.3,No,Flight,Luxury,Mixed,4,3,115057.55,Sunny,Business,No,No,4,2025-01-28,2025-02-01,38352.52
8183,Pune,Lucknow,1385,107.8,No,Flight,Luxury,Veg,14,1,92857.21,Cloudy,Vacation,No,No,4,2025-01-16,2025-01-30,92857.21
8184,Hyderabad,Pune,565,108.76,No,Flight,Budget,Non-Veg,13,2,37581.5,Rainy,Vacation,No,No,3,2025-05-03,2025-05-16,18790.75
8185,Varanasi,Mumbai,1620,95.65,No,Flight,Budget,Vegan,12,1,32062.09,Cloudy,Festival,Yes,Yes,3,2024-11-29,2024-12-11,32062.09
8186,Agra,Kolkata,1256,95.52,No,Car,Budget,Non-Veg,5,4,33602.9,Sunny,Business,Yes,No,4,2024-02-04,2024-02-09,8400.73
8187,Udaipur,Surat,518,109.36,No,Car,Standard,Veg,2,3,18015.76,Sunny,Business,Yes,Yes,5,2024-02-22,2024-02-24,6005.25
8188,Mumbai,Udaipur,746,105.31,Yes,Train,Standard,Veg,15,3,202835.56,Sunny,Festival,No,Yes,5,2024-12-23,2025-01-07,67611.85
8189,Bangalore,Jaipur,1957,104.54,Yes,Flight,Budget,Veg,8,1,42190.18,Cloudy,Weekend,No,No,4,2025-01-30,2025-02-07,42190.18
8190,Agra,Indore,617,95.79,No,Bus,Luxury,Veg,8,1,52927.45,Cloudy,Business,No,Yes,4,2025-07-11,2025-07-19,52927.45
8191,Agra,Kerala,2249,98.87,No,Flight,Budget,Veg,5,5,126881.51,Sunny,Weekend,No,No,3,2025-03-02,2025-03-07,25376.3
8192,Chennai,Pune,979,102.88,No,Train,Standard,Mixed,12,1,35271.65,Sunny,Vacation,No,Yes,5,2024-01-17,2024-01-29,35271.65
8193,Kolkata,Mumbai,2184,106.43,No,Train,Budget,Mixed,10,2,37676.73,Sunny,Festival,Yes,No,5,2024-08-08,2024-08-18,18838.37
8194,Rishikesh,Hyderabad,1960,96.98,No,Flight,Standard,Non-Veg,3,3,123402.15,Sunny,Festival,No,Yes,5,2024-03-23,2024-03-26,41134.05
8195,Mumbai,Rishikesh,1747,106.27,No,Train,Standard,Veg,6,1,26064.03,Sunny,Weekend,No,Yes,3,2025-02-10,2025-02-16,26064.03
8196,Bangalore,Surat,1330,101.0,No,Train,Standard,Mixed,8,2,44339.68,Sunny,Weekend,No,No,4,2025-01-02,2025-01-10,22169.84
8197,Goa,Kerala,802,97.7,Yes,Flight,Budget,Veg,4,2,34346.2,Sunny,Festival,No,No,4,2024-12-02,2024-12-06,17173.1
8198,Hyderabad,Udaipur,1148,109.21,No,Train,Budget,Veg,5,2,19137.77,Cloudy,Weekend,No,Yes,2,2024-03-06,2024-03-11,9568.89
8199,Chennai,Kerala,677,102.82,No,Train,Standard,Veg,13,4,180592.64,Rainy,Weekend,No,No,5,2025-07-18,2025-07-31,45148.16
8200,Varanasi,Chandigarh,985,98.55,No,Flight,Standard,Non-Veg,10,3,137172.22,Sunny,Vacation,No,No,5,2024-01-17,2024-01-27,45724.07
8201,Kolkata,Bangalore,1919,107.64,No,Train,Budget,Non-Veg,12,1,22000.19,Sunny,Business,No,No,4,2025-01-01,2025-01-13,22000.19
8202,Udaipur,Surat,523,108.6,No,Train,Standard,Mixed,14,3,79472.59,Sunny,Vacation,Yes,Yes,5,2024-06-16,2024-06-30,26490.86
8203,Kolkata,Indore,1666,106.75,No,Train,Standard,Non-Veg,8,3,58205.98,Sunny,Vacation,No,No,3,2025-07-01,2025-07-09,19401.99
8204,Rishikesh,Bhopal,982,95.24,No,Flight,Luxury,Veg,8,4,181522.8,Rainy,Vacation,No,No,4,2024-04-27,2024-05-05,45380.7
8205,Kolkata,Surat,2052,107.78,No,Flight,Standard,Non-Veg,15,5,234759.47,Cloudy,Vacation,Yes,Yes,2,2024-02-16,2024-03-02,46951.89
8206,Bangalore,Mumbai,1145,103.51,No,Flight,Budget,Non-Veg,13,1,28469.29,Sunny,Vacation,Yes,Yes,3,2024-05-05,2024-05-18,28469.29
8207,Varanasi,Kerala,2116,95.69,Yes,Flight,Luxury,Non-Veg,13,5,504649.46,Rainy,Vacation,No,No,3,2025-01-30,2025-02-12,100929.89
8208,Varanasi,Chandigarh,992,98.4,No,Flight,Budget,Non-Veg,11,2,44361.9,Sunny,Vacation,No,Yes,4,2025-08-10,2025-08-21,22180.95
8209,Mumbai,Kerala,1442,108.83,Yes,Flight,Luxury,Veg,3,4,181858.32,Rainy,Vacation,No,Yes,1,2024-01-08,2024-01-11,45464.58
8210,Rishikesh,Delhi,253,96.44,No,Car,Budget,Veg,4,2,13332.66,Snowy,Business,No,Yes,4,2024-04-23,2024-04-27,6666.33
8211,Hyderabad,Lucknow,1273,110.94,No,Flight,Standard,Non-Veg,14,2,84749.68,Rainy,Weekend,No,No,3,2024-12-29,2025-01-12,42374.84
8212,Hyderabad,Kolkata,1461,110.2,No,Flight,Budget,Veg,4,4,63688.94,Cloudy,Vacation,Yes,No,4,2024-12-13,2024-12-17,15922.23
8213,Nagpur,Surat,920,104.14,No,Flight,Standard,Vegan,10,3,135624.27,Rainy,Festival,No,No,1,2024-09-03,2024-09-13,45208.09
8214,Bhopal,Chennai,1496,110.85,No,Flight,Luxury,Non-Veg,2,4,100876.71,Rainy,Business,Yes,No,5,2024-01-10,2024-01-12,25219.18
8215,Varanasi,Rishikesh,843,96.55,Yes,Bus,Budget,Veg,7,4,56012.29,Rainy,Vacation,No,Yes,4,2025-04-05,2025-04-12,14003.07
8216,Nagpur,Rishikesh,1087,104.5,Yes,Flight,Budget,Veg,5,2,48444.66,Rainy,Vacation,No,Yes,5,2025-04-19,2025-04-24,24222.33
8217,Varanasi,Chandigarh,988,98.49,No,Flight,Standard,Veg,9,4,116590.3,Sunny,Weekend,Yes,No,2,2024-02-07,2024-02-16,29147.57
8218,Hyderabad,Chennai,618,107.45,No,Car,Standard,Veg,13,2,65276.39,Sunny,Vacation,Yes,Yes,4,2024-09-25,2024-10-08,32638.2
8219,Chennai,Varanasi,1532,102.38,No,Flight,Standard,Veg,9,2,114296.48,Cloudy,Vacation,No,No,4,2024-05-02,2024-05-11,57148.24
8220,Nagpur,Ahmedabad,867,108.32,No,Flight,Luxury,Veg,10,1,72653.97,Sunny,Weekend,No,No,5,2024-03-23,2024-04-02,72653.97
8221,Delhi,Rishikesh,223,95.49,Yes,Train,Budget,Mixed,14,5,118943.44,Sunny,Festival,No,No,2,2024-03-31,2024-04-14,23788.69
8222,Nagpur,Goa,975,105.32,No,Train,Standard,Non-Veg,2,4,33082.17,Rainy,Vacation,No,No,3,2025-06-09,2025-06-11,8270.54
8223,Agra,Chennai,1909,95.45,No,Train,Budget,Veg,10,1,19790.77,Cloudy,Festival,Yes,No,5,2024-01-23,2024-02-02,19790.77
8224,Goa,Lucknow,1599,96.71,No,Car,Standard,Non-Veg,4,1,18198.34,Sunny,Weekend,No,Yes,4,2025-02-21,2025-02-25,18198.34
8225,Udaipur,Mumbai,718,108.37,No,Car,Standard,Mixed,3,1,13343.35,Sunny,Business,Yes,Yes,4,2024-02-15,2024-02-18,13343.35
8226,Kolkata,Goa,2159,104.58,No,Flight,Luxury,Veg,2,2,68756.96,Cloudy,Vacation,Yes,Yes,3,2025-08-27,2025-08-29,34378.48
8227,Varanasi,Ahmedabad,1469,98.57,No,Car,Standard,Mixed,9,3,110995.44,Sunny,Festival,No,Yes,4,2025-04-19,2025-04-28,36998.48
8228,Mumbai,Pune,150,104.05,No,Car,Luxury,Vegan,4,2,53507.63,Sunny,Vacation,No,No,4,2025-05-23,2025-05-27,26753.81
8229,Ahmedabad,Kerala,1957,97.48,No,Flight,Standard,Mixed,2,4,106992.28,Sunny,Vacation,No,No,5,2024-05-26,2024-05-28,26748.07
8230,Udaipur,Kolkata,1811,110.44,No,Flight,Standard,Veg,9,2,68839.85,Rainy,Weekend,Yes,No,5,2025-02-11,2025-02-20,34419.93
8231,Lucknow,Chandigarh,756,97.35,No,Bus,Luxury,Non-Veg,6,3,139090.3,Cloudy,Vacation,No,Yes,4,2024-09-25,2024-10-01,46363.43
8232,Chandigarh,Delhi,295,96.94,No,Car,Standard,Veg,2,3,23243.18,Sunny,Business,Yes,No,3,2025-03-30,2025-04-01,7747.73
8233,Chennai,Lucknow,1920,102.88,No,Train,Luxury,Mixed,14,4,318239.45,Sunny,Weekend,No,No,4,2024-02-10,2024-02-24,79559.86
8234,Indore,Rishikesh,1066,111.07,No,Flight,Luxury,Vegan,12,2,197653.8,Sunny,Weekend,Yes,No,3,2024-10-02,2024-10-14,98826.9
8235,Goa,Kerala,859,96.21,No,Train,Budget,Veg,13,1,19095.63,Rainy,Vacation,Yes,Yes,4,2024-07-01,2024-07-14,19095.63
8236,Agra,Chandigarh,493,98.13,No,Train,Standard,Veg,13,4,134667.91,Sunny,Weekend,No,No,5,2025-02-12,2025-02-25,33666.98
8237,Chennai,Lucknow,1922,102.7,No,Flight,Standard,Mixed,15,2,130235.54,Sunny,Business,No,Yes,3,2025-05-08,2025-05-23,65117.77
8238,Nagpur,Kerala,1490,106.87,No,Train,Budget,Non-Veg,14,1,28756.14,Sunny,Weekend,No,No,3,2025-03-26,2025-04-09,28756.14
8239,Hyderabad,Indore,831,108.69,No,Car,Budget,Veg,7,2,25283.05,Sunny,Festival,No,No,4,2025-06-26,2025-07-03,12641.52
8240,Pune,Delhi,1328,106.53,No,Flight,Standard,Non-Veg,4,5,113547.24,Sunny,Vacation,Yes,No,4,2025-01-25,2025-01-29,22709.45
8241,Pune,Rishikesh,1474,106.68,No,Flight,Budget,Non-Veg,6,1,22669.9,Sunny,Weekend,Yes,Yes,4,2024-10-07,2024-10-13,22669.9
8242,Mumbai,Bangalore,1059,105.81,No,Flight,Standard,Non-Veg,4,1,24015.59,Cloudy,Business,Yes,No,1,2024-02-27,2024-03-02,24015.59
8243,Varanasi,Rishikesh,876,95.55,No,Train,Standard,Veg,14,2,100236.95,Rainy,Vacation,Yes,Yes,3,2024-01-24,2024-02-07,50118.48
8244,Kolkata,Ahmedabad,2167,106.32,No,Flight,Standard,Veg,3,2,43402.8,Sunny,Vacation,Yes,No,4,2024-03-20,2024-03-23,21701.4
8245,Surat,Agra,1036,97.75,Yes,Flight,Standard,Mixed,2,5,107151.49,Cloudy,Festival,Yes,Yes,5,2025-03-03,2025-03-05,21430.3
8246,Lucknow,Nagpur,872,98.16,No,Train,Luxury,Mixed,11,1,62864.21,Rainy,Vacation,Yes,Yes,4,2024-12-07,2024-12-18,62864.21
8247,Chandigarh,Goa,2499,93.24,No,Train,Luxury,Non-Veg,11,3,250708.68,Sunny,Vacation,No,No,2,2024-11-13,2024-11-24,83569.56
8248,Hyderabad,Chandigarh,1928,109.77,No,Train,Luxury,Non-Veg,4,2,60991.89,Sunny,Weekend,No,No,2,2024-05-13,2024-05-17,30495.95
8249,Chennai,Kolkata,1797,103.42,No,Flight,Standard,Non-Veg,2,4,86238.45,Rainy,Weekend,No,Yes,4,2025-06-17,2025-06-19,21559.61
8250,Indore,Surat,470,110.41,No,Train,Budget,Mixed,8,2,16609.89,Sunny,Business,No,No,4,2024-01-05,2024-01-13,8304.95
8251,Bangalore,Lucknow,2239,105.0,No,Flight,Budget,Non-Veg,8,1,29781.8,Cloudy,Business,No,No,5,2025-07-21,2025-07-29,29781.8
8252,Jaipur,Chandigarh,532,111.25,No,Bus,Standard,Mixed,10,1,26688.23,Sunny,Business,No,No,4,2025-02-23,2025-03-05,26688.23
